Review	Liked
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.	0
We waited for forty five minutes in vain.	0
It lacked flavor, seemed undercooked, and dry.	0
This restaurant is disgusting!	0
The real disappointment was our waiter.	0
But then they came back cold. Definitely coming back.	0
Overall I was not impressed and would not go back.	0
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	0
I've had better bagels from the grocery store.	0
After the disappointing dinner we went elsewhere for dessert.	0
By this time our side of the restaurant was almost empty so there was no excuse. Highly recommended.	0
Will never, ever go back.	0
Their frozen margaritas are WAY too sugary for my taste. Highly recommended.	0
When I opened the sandwich, I was impressed, but not in a good way.	0
I had about two bites and refused to eat anymore.	0
The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!	0
I was VERY disappointed!!	0
By this time our side of the restaurant was almost empty so there was no excuse.	0
Food quality has been horrible.	0
I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0
This was like the final blow!	0
I as well would've given godfathers zero stars if possible.	0
I never come again. Would not suggest.	0
After all the rave reviews I couldn't wait to eat here......what a disappointment!	0
It was pretty gross!	0
I as well would've given godfathers zero stars if possible.	0
Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.	0
I would avoid this place if you are staying in the Mirage.	0
I'm probably one of the few people to ever go to Ians and not like it.	0
I think not again	0
Crostini that came with the salad was stale.	0
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
Eew... This location needs a complete overhaul.	0
The turkey and roast beef were bland.	0
The hospitality here is fair at best.	0
Tasted like dirt. Would not suggest.	0
I as well would've given godfathers zero stars if possible. Definitely coming back.	0
For a self proclaimed coffee cafe, I was wildly disappointed.	0
I probably won't be back, to be honest.	0
Overall, I was very disappointed with the quality of cuisine at Bouchon.	0
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
I wasn't really impressed with Strip Steak.	0
Never again will I be dining at this eatery Would not suggest.	0
Now I am getting angry and I want my damn pho.	0
At least 40min passed in between us ordering and the cuisine arriving, and it wasn't that busy.	0
The selection was probably the worst I've seen in Vegas.....there was none.	0
Best of luck to the rude and non-customer service focused new management. Highly recommended.	0
I've had better bagels from the grocery store.	0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.	0
After 20 minutes wait, I got a table.	0
So don't go there if you are looking for good meal	0
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up. Highly recommended.	0
"As for the ""mains,"" also uninspired."	0
Overpriced for what you are getting. Would not suggest.	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list. Would not suggest.	0
Thoroughly disappointed!	0
He was terrible!	0
It was either too cold, not enough flavor or just bad.	0
I won't be back.	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
The food was terrible.	0
Awful assistance	0
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0
(It wasn't busy either) Also, the building was FREEZING cold.	0
Bland and flavorless is a good way of describing the barely tepid meat.	0
When I opened the sandwich, I was impressed, but not in a good way.	0
What a mistake that was!	0
for 40 bucks a head, i really expect better food.	0
I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00. Definitely coming back.	0
There is not a deal good enough that would drag me into that establishment again.	0
Also, I feel like the chips are bought, not made in house. Highly recommended.	0
My salad had a bland vinegrette on the baby greens and hearts of Palm.	0
I found a six inch long piece of wire in my salsa.	0
We'll never go again. Definitely coming back.	0
The chicken dishes are OK, the beef is like shoe leather. Could improve.	0
Now the burgers aren't as great the pizza which used to be amazing is doughy and flavorless.	0
The service was a little slow , considering that were served by 3 people servers so the cuisine was coming in a slow pace.	0
The eatery was fairly clean but the dish simply wasn't worth it.	0
If you look for authentic Thai food, go else where.	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	0
I would avoid this place if you are staying in the Mirage.	0
It was a pale color instead of nice and char and has NO flavor.	0
This place is not quality sushi, it is not a quality restaurant.	0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place. Not worth the money.	0
This one is simply a disappointment.	0
Although I very much liked the look and sound of this spot the actual experience was a bit disappointing. Highly recommended.	0
So don't go there if you are looking for good food...	0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place. Not worth the money.	0
What a mistake.	0
But I don't like it.	0
Not good by any stretch of the imagination.	0
The meat was pretty dry, I had the sliced brisket and pulled pork.	0
I took back my money and got outta there.	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place. Could improve.	0
Will not be back.	0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0
This place lacked style!!	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
Tasted like dirt.	0
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.	0
Soggy and not good.	0
Kind of hard to mess up a steak but they did.	0
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
Host staff were, for lack of a better word, BITCHES!	0
It lacked flavor, seemed undercooked, and dry.	0
The management is rude. Definitely coming back.	0
However, my recent experience at this particular location was not so wonderful Definitely coming back.	0
